,close,year,month
153,6149.00,2018,12
154,6194.00,2018,11
155,6167.00,2018,11
156,6243.00,2018,11
157,6038.00,2018,11
158,6304.00,2018,10
159,6181.00,2018,10
160,6220.00,2018,10
161,6284.00,2018,10
162,6185.00,2018,09
163,6259.00,2018,09
164,6333.00,2018,09
165,5904.00,2018,09
166,5878.00,2018,09
167,5984.00,2018,08
168,6066.00,2018,08
169,5931.00,2018,08
170,6152.00,2018,08
171,6173.00,2018,07
172,6243.00,2018,07
173,6150.00,2018,07
174,6214.00,2018,07
175,6304.00,2018,07
176,6618.00,2018,06
177,6802.00,2018,06
178,7010.00,2018,06
179,7303.00,2018,06
180,6902.00,2018,05
181,6855.00,2018,05
182,6821.00,2018,05
183,6920.00,2018,05
184,6843.00,2018,04
185,6811.00,2018,04
186,6978.00,2018,04
187,6830.00,2018,04
188,6757.00,2018,04
189,6736.00,2018,03
190,6645.00,2018,03
191,6887.00,2018,03
192,6956.00,2018,03
193,6913.00,2018,02
194,7109.00,2018,02
195,7183.00,2018,02
196,6745.00,2018,02
197,7074.00,2018,01
198,7091.00,2018,01
199,7044.00,2018,01
200,7111.00,2018,01
201,7117.00,2017,12
202,7250.00,2017,12
203,7133.00,2017,12
204,6900.00,2017,12
205,6581.00,2017,12
206,6830.00,2017,11
207,7015.00,2017,11
208,6794.00,2017,11
209,6794.00,2017,11
210,6880.00,2017,10
211,6842.00,2017,10
212,6967.00,2017,10
213,6890.00,2017,10
214,6654.00,2017,10
215,6498.00,2017,09
216,6474.00,2017,09
217,6486.00,2017,09
218,6680.00,2017,09
219,6844.00,2017,08
220,6702.00,2017,08
221,6478.00,2017,08
222,6424.00,2017,08
223,6357.00,2017,07
224,6340.00,2017,07
225,5996.00,2017,07
226,5924.00,2017,07
227,5828.00,2017,07
228,5955.00,2017,06
229,5797.00,2017,06
230,5670.00,2017,06
231,5827.00,2017,06
232,5685.00,2017,05
233,5662.00,2017,05
234,5685.00,2017,05
235,5567.00,2017,05
